id,category,parent,name,questiontext,defaultmark,penalty,quizid,questioncategoryid,israndom
2,11,0,Q2,"<p><span style=""font-size:10pt"">Which of these is NOT a purpose for keeping maintenance records</span></p>",1.0000000,0.3333333,3,,N
20,11,0,Q20,"<p><span style=""font-size:10pt"">Identify the host part of this address: 172.16.0.30 / 8</span></p>",1.0000000,0.3333333,2,,N
20,11,0,Q20,"<p><span style=""font-size:10pt"">Identify the host part of this address: 172.16.0.30 / 8</span></p>",1.0000000,0.3333333,3,,N
21,11,0,Q21,"<p><span style=""font-size:10pt"">Which o</span><span style=""font-size:10pt"">f the following statements are true? (select </span><strong><span style=""font-size:10pt"">two</span></strong><span style=""font-size:10pt""> only)</span></p>",2.0000000,0.3333333,2,,N
21,11,0,Q21,"<p><span style=""font-size:10pt"">Which o</span><span style=""font-size:10pt"">f the following statements are true? (select </span><strong><span style=""font-size:10pt"">two</span></strong><span style=""font-size:10pt""> only)</span></p>",2.0000000,0.3333333,3,,N
22,11,0,Q22,"<p><span style=""font-size:10pt"">When playing a MMORPG (</span><span style=""font-size:10pt"">Massively multiplayer online role-playing game</span><span style=""font-size:10pt"">) you notice that your latency increases when you are in populated areas (such as a main city) but settles down (reduces to lower latency) when outside of these zones, what is this variation in server response time an example of? </span></p>",1.0000000,0.3333333,2,,N
22,11,0,Q22,"<p><span style=""font-size:10pt"">When playing a MMORPG (</span><span style=""font-size:10pt"">Massively multiplayer online role-playing game</span><span style=""font-size:10pt"">) you notice that your latency increases when you are in populated areas (such as a main city) but settles down (reduces to lower latency) when outside of these zones, what is this variation in server response time an example of? </span></p>",1.0000000,0.3333333,3,,N
23,11,0,Q23,"<p><span style=""font-size:10pt"">What type of address </span><span style=""font-size:10pt"">would you typically assign to a server?</span></p>",1.0000000,0.3333333,2,,N
23,11,0,Q23,"<p><span style=""font-size:10pt"">What type of address </span><span style=""font-size:10pt"">would you typically assign to a server?</span></p>",1.0000000,0.3333333,3,,N
24,11,0,Q24,"<p><span style=""font-size:10pt"">When might you perform a reverse DNS lookup?</span></p>",1.0000000,0.3333333,2,,N
24,11,0,Q24,"<p><span style=""font-size:10pt"">When might you perform a reverse DNS lookup?</span></p>",1.0000000,0.3333333,3,,N
25,11,0,Q25,"<p><span style=""font-size:10pt"">Why might you create a VLAN?</span></p>",1.0000000,0.3333333,2,,N
25,11,0,Q25,"<p><span style=""font-size:10pt"">Why might you create a VLAN?</span></p>",1.0000000,0.3333333,3,,N
26,11,0,Q26,"<p><span style=""font-size:10pt"">What devices would you TYPICALLY use to create a VLAN?</span></p>",1.0000000,0.3333333,2,,N
26,11,0,Q26,"<p><span style=""font-size:10pt"">What devices would you TYPICALLY use to create a VLAN?</span></p>",1.0000000,0.3333333,3,,N
27,11,0,Q27,"<p><span style=""font-size:10pt"">Where on a Linux system would the error logs be found?</span></p>",1.0000000,0.3333333,2,,N
27,11,0,Q27,"<p><span style=""font-size:10pt"">Where on a Linux system would the error logs be found?</span></p>",1.0000000,0.3333333,3,,N
37,14,0,"1.&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Refer to the exhibit.In the exhibit, a correlogram is provided based ...","<div style='font-size:12pt; font-family:""Times New Roman""; color:#000000;'>1.&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Refer to the exhibit.<br>In the exhibit, a correlogram is provided based on an autocorrelation analysis of a sample dataset<br> <img width='323' height='294' align='bottom' alt=""mc043-1.jpg"" src=""@@PLUGINFILE@@/ppg__examview__DA-DellEMC-Q50-1__mc043-1.jpg"" border='0'><br>What can you conclude from only this exhibit?</div>",1.0000000,0.3333333,1,,N
38,14,0,"1.&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Refer to the exhibit.You have scored your Naive Bayesian classifier ...","<div style='font-size:12pt; font-family:""Times New Roman""; color:#000000;'><span style='font-family:""Arial""'>1.&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Refer to the exhibit.<br></span><span style='font-family:""Arial""'>You have scored your Naive Bayesian classifier model on a holdout test data for cross validation and determined the way the samples scored and tabulated them as shown in the exhibit.<br><img width='363' height='258' align='bottom' alt=""mc039-1.jpg"" src=""@@PLUGINFILE@@/ppg__examview__DA-DellEMC-Q50-1__mc039-1.jpg"" border='0'><br><br><br>What are the <b>False Positive Rate (FPR)</b> and the <b>False Negative Rate (FNR)</b> of the model?</span></div>",1.0000000,0.3333333,1,,N
39,14,0,"1.&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; What does R code nv &lt;- v[v &lt; 1000] do?","<div style='font-size:12pt; font-family:""Times New Roman""; color:#000000;'>1.&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; What does R code <b>nv &lt;- v[v &lt; 1000]</b> do?</div>",1.0000000,0.3333333,1,,N
40,14,0,"1.&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; What is the primary function of the NameNode in Hadoop?...","<div style='font-size:12pt; font-family:""Times New Roman""; color:#000000;'>1.&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; What is the primary function of the <b>NameNode</b> in Hadoop?</div>",1.0000000,0.3333333,1,,N
41,14,0,"Consider a scale that has five (5) values that range from ""not important"" to ...","<div style='font-size:12pt; font-family:""Times New Roman""; color:#000000;'>Consider a scale that has five (5) values that range from ""not important"" to ""very important"". Which data classification best describes this data?</div>",1.0000000,0.3333333,1,,N
42,14,0,"Consider the following SQL query: SELECT product_id FROM table_A INTERSECT SE...","<div style='font-size:12pt; font-family:""Times New Roman""; color:#000000;'>Consider the following SQL query: <br>SELECT product_id FROM table_A <br><b>INTERSECT <br></b>SELECT product_id FROM table_B;<br><br>What is the expected result? </div>",1.0000000,0.3333333,1,,N
43,14,0,"Consider these itemsets: What is the confidence of the rule (gloves -&gt; hat)?(...","<div style='font-size:12pt; font-family:""Times New Roman""; color:#000000;'><span style='font-family:""Arial""'>Consider these itemsets: What is the <b>confidence</b> of the rule <b>(gloves -&gt; hat)</b>?<br></span><span style='font-family:""Arial""'>(hat, scarf, coat)<br>(hat, scarf, coat, gloves)<br>(hat, scarf, gloves)<br>(hat, gloves)<br>(scarf, coat, gloves)</span><br></div>",1.0000000,0.3333333,1,,N
44,14,0,"Consider these itemsets: What is the confidence of the rule (hat, scarf) -&gt; ...","<div style='font-size:12pt; font-family:""Times New Roman""; color:#000000;'>Consider these itemsets: What is the <b>confidence</b> of the rule <b>(hat, scarf) -&gt; gloves</b>?<br>(hat, scarf, coat)<br>(hat, scarf, coat, gloves)<br>(hat, scarf, gloves)<br>(hat, gloves)<br>(scarf, coat, gloves)<br></div>",1.0000000,0.3333333,1,,N
45,14,0,"How is HDFS defined?","<div style='font-size:12pt; font-family:""Times New Roman""; color:#000000;'>How is HDFS defined?<br></div>",1.0000000,0.3333333,1,,N
46,14,0,"Refer to the Exhibit. In the Exhibit. For effective visualization, what is ...","<div style='font-size:12pt; font-family:""Times New Roman""; color:#000000;'><span style='font-family:""Arial""'><span style='font-size:10pt'>Refer to the Exhibit. In the Exhibit. For effective visualization, what is the chart's primary flaw? flaw?</span></span><span style='font-size:12pt'><span style='font-family:""Calibri""'><img width='334' height='261' align='bottom' alt=""mc013-1.jpg"" src=""@@PLUGINFILE@@/ppg__examview__DA-DellEMC-Q50-1__mc013-1.jpg"" border='0'></span></span></div>",1.0000000,0.3333333,1,,N
47,14,0,"Refer to the exhibit. What is the confidence of the rule RENTER -&gt; GOOD ...","<div style='font-size:12pt; font-family:""Times New Roman""; color:#000000;'>Refer to the exhibit. <br><img width='411' height='92' align='bottom' alt=""mc037-1.jpg"" src=""@@PLUGINFILE@@/ppg__examview__DA-DellEMC-Q50-1__mc037-1.jpg"" border='0'><br>What is the <b>confidence</b> of the rule <b>RENTER -&gt; GOOD CREDIT</b>?</div>",1.0000000,0.3333333,1,,N
48,14,0,"Refer to the exhibit.Refer to the exhibit. The graph represents a ROC space ...","<div style='font-size:12pt; font-family:""Times New Roman""; color:#000000;'><span style='font-family:""Arial""'>Refer to the exhibit.</span><br>Refer to the exhibit. The graph represents a ROC space with four classifiers labelled P,Q,R,S. <img width='303' height='280' align='bottom' alt=""mc042-1.jpg"" src=""@@PLUGINFILE@@/ppg__examview__DA-DellEMC-Q50-1__mc042-1.jpg"" border='0'><br><b><span style='font-family:""Arial""'><span style='font-size:10pt'><br></span></span></b>Which point in the graph represents a <b>perfect classification</b>?</div>",1.0000000,0.3333333,1,,N
49,14,0,"Refer to the exhibit.You have scored your Naive Bayesian classifier model on ...","<div style='font-size:12pt; font-family:""Times New Roman""; color:#000000;'><span style='font-family:""Arial""'>Refer to the exhibit.<br></span><span style='font-family:""Arial""'>You have scored your Naive Bayesian classifier model on a holdout test data for cross validation and determined the way the samples scored and tabulated them as shown in the exhibit. <br></span><br><img width='408' height='290' align='bottom' alt=""mc041-1.jpg"" src=""@@PLUGINFILE@@/ppg__examview__DA-DellEMC-Q50-1__mc041-1.jpg"" border='0'><br><span style='font-family:""Arial""'><b><span style='font-size:10pt'><br></span></b>What are the <b>Precision</b> and <b>Recall</b> rate of the model?</span></div>",1.0000000,0.3333333,1,,N
50,14,0,"Review the following code:SELECT pn, vn, sum(prc*qty) FROM saleGROUP BY ...","<div style='font-size:12pt; font-family:""Times New Roman""; color:#000000;'>Review the following code:<br><b>SELECT pn, vn, sum(prc*qty) <br>FROM sale<br>GROUP BY CUBE(pn, vn) <br>ORDER BY 1, 2, 3;<br></b><br>Which combination of subtotals do you expect to be returned by the query?</div>",1.0000000,0.3333333,1,,N
51,14,0,"There are three criterions for big data analytics projects which include: ·&nbsp;&...","<div style='font-size:12pt; font-family:""Times New Roman""; color:#000000;'>There are three criterions for big data analytics projects which include: <br><span style='font-family:""Symbol""'>·&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; </span>Decision speed<br><span style='font-family:""Symbol""'>·&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; </span>Analysis flexibility</div>",1.0000000,0.3333333,1,,N
52,14,0,"What describes the use of UNION clause in a SQL statement?SELECT product_id ...","<div style='font-size:12pt; font-family:""Times New Roman""; color:#000000;'>What describes the use of UNION clause in a SQL statement?<br>SELECT product_id FROM table_A <br><b>INTERSECT <br><br></b>SELECT product_id FROM table_B;<br><br>What is the expected result? </div>",1.0000000,0.3333333,1,,N
53,14,0,"What is a motivation for using a data analytics lifecycle?","<div style='font-size:12pt; font-family:""Times New Roman""; color:#000000;'>What is a motivation for using a data analytics lifecycle?</div>",1.0000000,0.3333333,1,,N
54,14,0,"What is an appropriate data visualization to use in a presentation for an Ana...","<div style='font-size:12pt; font-family:""Times New Roman""; color:#000000;'><span style='font-family:""Arial""'>What is an appropriate data visualization to use in a presentation for an <b>Analyst audience</b>?<br></span></div>",1.0000000,0.3333333,1,,N
55,14,0,"What is Data-ink ratio? Refer to the Exhibit.","<div style='font-size:12pt; font-family:""Times New Roman""; color:#000000;'><span style='font-family:""Calibri""'><span style='font-size:12pt'>What is </span></span><span style='font-size:12pt'><span style='font-family:""Calibri""'><b>Data-ink ratio</b>? </span></span><span style='font-size:10pt'><span style='font-family:""Arial""'>Refer to the Exhibit.</span></span><span style='font-size:12pt'><span style='font-family:""Calibri""'><br></span></span><img width='426' height='360' align='bottom' alt=""mc018-1.jpg"" src=""@@PLUGINFILE@@/ppg__examview__DA-DellEMC-Q50-1__mc018-1.jpg"" border='0'></div>",1.0000000,0.3333333,1,,N
56,14,0,"What is holdout data?","<div style='font-size:12pt; font-family:""Times New Roman""; color:#000000;'>What is holdout data?</div>",1.0000000,0.3333333,1,,N
57,14,0,"What is the primary bottleneck in text classification?","<div style='font-size:12pt; font-family:""Times New Roman""; color:#000000;'><span style='font-family:""Arial""'><span style='font-size:10pt'>What is the primary bottleneck in text classification?<br></span></span></div>",1.0000000,0.3333333,1,,N
58,14,0,"What library would be needed to implement&nbsp; K-Means clustering&nbsp; on a HDFS ...","<div style='font-size:12pt; font-family:""Times New Roman""; color:#000000;'><span style='font-family:""Calibri""'>What library would be needed to implement&nbsp; K-Means clustering&nbsp; on a HDFS files system?<br></span></div>",1.0000000,0.3333333,1,,N
59,14,0,"What provides random, real-time read/write access to your big data in the ...","<div style='font-size:12pt; font-family:""Times New Roman""; color:#000000;'><span style='font-family:""Calibri""'>What provides random, real-time read/write access to your big data in the Hadoop ecosystem? <br></span></div>",1.0000000,0.3333333,1,,N
60,14,0,"What statement(s) about Lists in is/are correct?","<div style='font-size:12pt; font-family:""Times New Roman""; color:#000000;'><span style='font-family:""Calibri""'><span style='font-size:12pt'>What statement(s) about Lists in is/are correct?</span></span></div>",1.0000000,0.3333333,1,,N
61,14,0,"What tools would be used to enable SQL queries on Hadoop data.","<div style='font-size:12pt; font-family:""Times New Roman""; color:#000000;'><span style='font-family:""Calibri""'>What tools would be used to enable SQL queries on Hadoop data.</span></div>",1.0000000,0.3333333,1,,N
62,14,0,"What which data classification level is most closely related to R ""Factors"" ...","<div style='font-size:12pt; font-family:""Times New Roman""; color:#000000;'>What which data classification level is most closely related to R ""<b>Factors</b>"" data type?</div>",1.0000000,0.3333333,1,,N
63,14,0,"What would be considered &quot;Big Data&quot;?","<div style='font-size:12pt; font-family:""Times New Roman""; color:#000000;'><span style='font-family:""Arial""'>What would be considered &quot;<b>Big Data</b>&quot;?<br></span></div>",1.0000000,0.3333333,1,,N
64,14,0,"When would you use a Wilcoxon Rank Sum test?","<div style='font-size:12pt; font-family:""Times New Roman""; color:#000000;'><span style='font-family:""Arial""'>When would you use a Wilcoxon Rank Sum test?<br></span></div>",1.0000000,0.3333333,1,,N
65,14,0,"Which activity might be performed in the Operationalize phase of the Data ...","<div style='font-size:12pt; font-family:""Times New Roman""; color:#000000;'>Which activity might be performed in the Operationalize phase of the Data Analytics Lifecycle?</div>",1.0000000,0.3333333,1,,N
66,14,0,"Which data asset is an example of semi-structured data?","<div style='font-size:12pt; font-family:""Times New Roman""; color:#000000;'>Which data asset is an example of semi-structured data?</div>",1.0000000,0.3333333,1,,N
67,14,0,"Which describes a true limitation of Logistic Regression method?","<div style='font-size:12pt; font-family:""Times New Roman""; color:#000000;'>Which describes a true limitation of <b>Logistic Regression</b> method?</div>",1.0000000,0.3333333,1,,N
68,14,0,"Which hadoop tool supports a data flow langauge?","<div style='font-size:12pt; font-family:""Times New Roman""; color:#000000;'><span style='font-family:""Calibri""'>Which hadoop tool supports a data flow langauge?<br></span></div>",1.0000000,0.3333333,1,,N
69,14,0,"Which if the following provides an extensive library of algorithm building ...","<div style='font-size:12pt; font-family:""Times New Roman""; color:#000000;'><span style='font-family:""Calibri""'>Which if the following provides an extensive library of algorithm building tools&nbsp; used with the Hadoop ecosystem? <br></span></div>",1.0000000,0.3333333,1,,N
70,14,0,"Which pair of analytical methods are considered unsupervised?","<div style='font-size:12pt; font-family:""Times New Roman""; color:#000000;'>Which pair of analytical methods are considered unsupervised?</div>",1.0000000,0.3333333,1,,N
71,14,0,"Which R data type would be most like an RDBMS&nbsp; Table?","<div style='font-size:12pt; font-family:""Times New Roman""; color:#000000;'>Which R data type would be most like an RDBMS&nbsp; Table?</div>",1.0000000,0.3333333,1,,N
72,14,0,"Which ROC Curve represents a Perfect Model Fit?What are the False Positive ...","<div style='font-size:12pt; font-family:""Times New Roman""; color:#000000;'>Which <b>ROC Curve</b> represents a <b>Perfect </b>Model Fit?<br><br><img width='539' height='447' align='bottom' alt=""mc040-1.jpg"" src=""@@PLUGINFILE@@/ppg__examview__DA-DellEMC-Q50-1__mc040-1.jpg"" border='0'><br><span style='font-family:""Arial""'><b><span style='font-size:10pt'><br><br></span></b><br>What are the <b>False Positive Rate (FPR)</b> and the <b>False Negative Rate (FNR)</b> of the model?</span></div>",1.0000000,0.3333333,1,,N
73,14,0,"Which SQL OLAP extension provides all possible grouping combinations?","<div style='font-size:12pt; font-family:""Times New Roman""; color:#000000;'>Which SQL OLAP extension provides all possible grouping combinations?<br></div>",1.0000000,0.3333333,1,,N
74,14,0,"Which statement describes a ""Data frame"" data structure in R?","<div style='font-size:12pt; font-family:""Times New Roman""; color:#000000;'><span style='font-family:""Calibri""'><span style='font-size:12pt'>Which statement describes a ""</span></span><span style='font-size:12pt'><span style='font-family:""Calibri""'><b>Data frame</b>"" data structure in R?<br></span></span></div>",1.0000000,0.3333333,1,,N
75,14,0,"Which two tools support query languages that can be used with Hadoop?","<div style='font-size:12pt; font-family:""Times New Roman""; color:#000000;'>Which two tools support query languages that can be used with Hadoop?</div>",1.0000000,0.3333333,1,,N
76,14,0,"You are performing a market basket analysis using the Apriori algorithm. ...","<div style='font-size:12pt; font-family:""Times New Roman""; color:#000000;'><span style='font-family:""Arial""'>You are performing a market basket analysis using the Apriori algorithm. Which measure is a ratio describing the how many more times two items are present together than would be expected if those two items are statistically independent?<br></span></div>",1.0000000,0.3333333,1,,N
77,14,0,"You are studying the behaviour of a population, and you are provided with ...","<div style='font-size:12pt; font-family:""Times New Roman""; color:#000000;'>You are studying the behaviour of a population, and you are provided with multidimensional data at the individual level. You have identified four specific individuals who are valuable to your study, and would like to find all users who are most similar to each individual. Which algorithm is the most appropriate for this study?<br></div>",1.0000000,0.3333333,1,,N
78,14,0,"You are using k-means clustering to discover groupings within a data set. You...","<div style='font-size:12pt; font-family:""Times New Roman""; color:#000000;'><span style='font-family:""Arial""'><span style='font-size:10pt'><br></span></span>You are using k-means clustering to discover groupings within a data set. You plot within-sum-of- squares (wss) for multiple cluster sizes. <br><img width='385' height='291' align='bottom' alt=""mc019-1.jpg"" src=""@@PLUGINFILE@@/ppg__examview__DA-DellEMC-Q50-1__mc019-1.jpg"" border='0'><br>Refer to the exhibit. Based on the exhibit, how many clusters should you use in your analysis?</div>",1.0000000,0.3333333,1,,N
